"42050","Internet","ˈɪntɚˌnɛt","インターネット","","",""
"46130","Internet community","","インターネットコミュニティー","","",""
"47305","JAN","","","","",""
"51991","JPY","","","","",""
"46099","JS","","","","",""
"40758","JSON","","","","",""
"43884","JSONP","","","","",""
"44779","Jacobi symbol","","","","",""
"41811","January","ˈʤænjʊəɹɪ","ジャニュアリー","","",""
"46879","Japan","ˌdʒəˈpæn","ジャパン","","",""
"47866","Japanese","ˌdʒæpəˈniːz","ジャパニーズ","","",""
"44668","Java","","ジャバ","","",""
"44674","JavaScript","","ジャバスクリプト","","",""
"41822","July","dʒʊˈlaɪ","ジュライ","","",""
"41820","June"," dʒuːn","ジューン","","",""
"52258","L10n","","","","",""
"40756","LDAP","","エルダップ","","",""
"51611","LF","","","","",""
"41772","LGPL","","エルジーピーエル","","",""
"41775","LPO","","エルピーオー","","",""
"45810","Latin","","ラテン","","",""
"4867","Latinize","","","","",""
"44485","Levenshtein distance","","","","",""
"43811","MD5","","エムディーファイブ","","",""
"43920","MIME","","マイム","","",""
"51136","MOTO discount rate","","","","",""
"41054","MTA","","エムティーエー","","",""
"45889","MVC","","エムブイシー","","",""
"41815","March","ˈmɑː(r)ʧ","マーチ","","",""
"49514","Markdown","","","","",""
"41819","May","meɪ","メイ","","",""
"43179","Monday","ˈmʌn.deɪ","マンデー","","",""
"4477","Montgomery reduction","","","","",""
"50526","NAS","","ナス","","",""
"44810","NOT","","ノット","","",""
"41830","November","noˈvɛmbɐ","ノーベンバー","","",""
"47376","OK","oʊkeɪ","オーケー","","",""
"41997","OOP","","","","",""
"44808","OR","","オア","","",""
"46836","OS","","オーエス","","",""
"41828","October","ɒkˈtəʊbə","オクトーバー","","",""
"5731","P.M.","","","","",""
"51491","P/L statement","","","","",""
"43802","PC","","ピーシー","","",""
"44666","PHP","","ピーエイチピー","","",""
"50768","PIN","","","","",""
"51812","POD","","","","",""
"49589","PTA","","ピーティーエー","","",""
"4898","PaaS","","パース,パーズ","","",""
"50058","Pacific","","パシフィック","","",""
"44672","Pascal","","パスカル","","",""
"44664","Perl","","パール","","",""
"46613","Polish notation","","","","",""
"44680","Python","","パイソン","","",""
"46955","Q and A","","","","",""
"41759","RAD","","","","",""
"43891","RC","","アールシー","","",""
"44631","RDBMS","","アールデービーエムエス","","",""
"43893","RDF","","アールディーエフ","","",""
"44991","REST","","","","",""
"50816","RGB","","アールジービー","","",""
"46317","RPC","","","","",""
"40857","RSS","","アールエスエス","","",""
"49080","RSS reader","","","","",""
"45803","Roman","ˈɹəʊm.ən","","","",""
"44678","Ruby","","ルビー","","",""
"41760","SDK","","エスディーケー","","",""
"41776","SEM","","エスイーエム、セム","","",""
"41773","SEO","","エスイーオー","","",""
"50367","SKU","","","","",""
"44359","SNS","","エスエヌエス","","",""
"46566","SOA","","エスオーエー,ソーア","","",""
"4027","SOM","","","","",""
"48008","SQL","","エスキューエル,シークェル","","",""
"41979","SSI","","エスエスアイ","","",""
"41977","SSL","","エスエスエル","","",""
"4897","SaaS","","","","",""
"5017","Sat","","","","",""
"43190","Saturday","ˈsætə(r)deɪ","サタデー","","",""
"41826","September","","セプテンバー","","",""
"44490","Soundex","","","","",""
"5016","Sun","","","","",""
"43192","Sunday","sʌndeɪ,sʌndi","サンデー","","",""
"48059","TOC","","","","",""
"47696","TTL","","","","",""
"50670","TTS","","","","",""
"44122","TX","","","","",""
"5018","Thu","","","","",""
"46204","Thu.","","","","",""
"43186","Thursday","","サーズデー","","",""
"43181","Tuesday","ˈtjuːzdeɪ","チューズデー","","",""
"50092","UAT","","","","",""
"41995","UI","","ユーアイ","","",""
"41983","URI","","ユーアールアイ","","",""
"41981","URL","","ユーアールエル","","",""
"49268","URL encoding","","","","",""
"46921","VM","","ブイエム","","",""
"42052","WWW","","","","",""
"46209","WYSIWYG","ˈwɪz.iˌwɪɡ","ウィジウィグ","","",""
"52266","Web","","","","",""
"4829","Web browser","","ウェブブラウザー","","",""
"47173","Web portal","","ウェブポータル","","",""
"5238","Web server","","ウェブサーバー","","",""
"5019","Wed","","","","",""
"43184","Wednesday","'wɛnzdɪ,-deɪ","ウエンズデー","","",""
"41182","XML","","エックスエムエル","","",""
"41702","XOR","","エックスオア","","",""
"52033","XSRF","","","","",""
"43952","ZIP","","","","",""
"41628","ZIP code","","ジップコード","","",""
"46197","abandon","əˈbæn.dn̩","アバンダン","","",""
"49809","abandoned","","","","",""
"48987","abandoned connection","","","","",""
"43383","abbrev","","","","",""
"43368","abbreviate","əˈbri.vi.eɪt","アブリビエイト","","","abbreviates,abbreviating,abbreviated"
"44272","abbreviated","əˈbri.viˌeɪ.tɪd","","","",""
"45961","abbreviation","əˌbri.viˈeɪ.ʃən","アブリビエーション","abbreviations","",""
"45653","abend","əbˈend","アベンド","abends","","abends,abending,abended"
"45646","abnormal","æbˈnɔɹməl","アブノーマル","abnormals","",""
"45650","abnormal end","","アブノーマルエンド","","",""
"44945","abort","əˈbɔːɹt","アボート","","","aborts,aborting,aborted"
"49577","abscissa","æb.ˈsɪs.ə","","abscissas(abscissae)","",""
"41114","absolute",".ˈæb.sə.ˌlut","アブソリュート","absolutes","",""
"45038","absolute URL","","","","",""
"44871","absolute path","","","","",""
"44876","absolute pathname","","","","",""
"44318","absolute value","","","","",""
"44618","absolutize","ˈæb.sə.ˌlud.ˌaɪz","","","","absolutizes,absolutizing,absolutized"
"43429","abstract","ˈæbstrækt","アブストラクト","abstracts","",""
"46807","abstract class","","アブストラクトクラス","","",""
"48889","abstract factory pattern","","アブストラクトファクトリパターン","","",""
"51627","abstraction","","アブストラクション","","",""
"51626","abstraction layer","","","","",""
"51299","academic","ˌæk.ə.ˈdɛm.ɪk","アカデミック","","",""
"50330","academic year","","","","",""
"50873","academy","ə.ˈkæd.ə.mi","アカデミー","","",""
"47101","accelerate","əkˈsɛləˌreɪt","アクセラレート","","","accelerates,accelerating,accelerated"
"49601","acceleration","ək.sɛl.əˈreɪ.ʃən","","accelerations","",""
"41980","accelerator","","アクセラレータ","accelerators","",""
"42978","accept","əkˈsept","アクセプト","","","accepts,accepting,accepted"
"48989","acceptance","əkˈsɛp.təns","アクセプタンス","acceptances","",""
"48041","acceptance testing","","","","",""
"43577","access","ˈæk.sɛs","アクセス","accesses","","accesses,accessing,accessed"
"45214","access log","","アクセスログ","","",""
"48991","accessibility","æk.ˌsɛs.ə.ˈbɪl.ət.i","アクセシビリティ","","",""
"43251","accessible","ək.ˈsɛs.ə.bəl","アクセシブル","","",""
"48990","accessible method","","","","",""
"50528","accessory","æk.ˈsɛs.ɚ.rɪ","アクセサリー","","",""
"44133","account","","アカウント","accounts","","accounts,accounting,accounted"
"48992","account balance","","","","",""
"48993","account book","","","","",""
"48739","account payable","","","","",""
"48737","account receivable","","","","",""
"49996","account title","","","","",""
"47803","accounting","","アカウンティング","","",""
"46078","accumulate","ə.ˈkjum.jə.ˌleɪt","","","","accumulates,accumulating,accumulated"
"46081","accumulation","ə.ˌkjum.jə.ˈle.ʃən","","accumulations","",""
"44616","accumulative","ə.ˈkjum.jə.ˌleɪ.tɪv","","","",""
"49059","accumulator","ə.ˈkjum.jə.ˌleɪ.tɚ","アキュームレータ","accumulators","",""
"52310","accuracy","","","","",""
"50564","achievement","əˈtʃiːvmənt","","","",""
"45426","acquire","əˈkwaɪɚ","アクワイア,アクワイヤ","","","acquires,acquiring,acquired"
"45136","acronym","ˈæk.ɹə.nɪm","","acronyms","",""
"51300","act","ækt","アクト","","",""
"43621","action","ˈæk.ʃən","アクション","actions","",""
"42307","activate","","アクティベート","","","activates,activating,activated"
"49060","activation","","アクティベーション","activations","",""
"42305","active","ˈæktɪv","アクティブ","","",""
"45361","activity","","アクティビティ","activities","",""
"50813","actor","'æk.tə(ɹ)","アクター","","",""
"50814","actress","ˈæktɹəs","アクトレス","actresses","",""
"43820","actual","ˈæk.(t)ʃʊ.əl","アクチュアル,アクチャル","","",""
"52201","actual argument","","","","",""
"51301","actuality","","アクチュアリティ","","",""
"47111","actualize","","","","","actualizes,actualizing,actualized"
"51302","actually","ˈæk.(t)ʃu.ə.li","アクチュアリ,アクチャリ","","",""
"46011","ad","æd","アド","ads","",""
"43747","adapter","","アダプタ","adapters","",""
"47323","adapter pattern","","アダプタパターン","","",""
"43497","add","æd","アッド","adds","","adds,adding,added"
"47299","add to ~","","","","",""
"41861","add-in","","アドイン","add-ins","",""
"45130","add-on","","アドオン","add-ons","",""
"48960","addend","ˈæd.ɛnd","","addends","",""
"45115","addition","əˈdɪʃən","アディション","additions","",""
"46572","additional","əˈdɪʃənəl","アディショナル","","",""
"50633","additionally","","","","",""
"49062","additive","ˈæɾətɪv","","","",""
"50632","additory","","","","",""
"42659","address","","アドレス","addresses","","addresses,addressing,addressed"
"45352","address book","","アドレスブック","","",""
"52202","address operator","","","","",""
"49103","addressable","","","","",""
"51303","addressee","","","","",""
"44182","adjacent","əˈdʒeɪ.sənt","アジェイサント","","",""
"48898","adjective","","","adjectives","",""
"44866","adjust","","","","","adjusts,adjusting,adjusted"
"46929","admin","ˈædˌmɪn","アドミン","admins","",""
"46928","administer","","","","","administers,administering,administered"
"46927","administrate","","","","","administrates,administrating,administrated"
"43212","administration","ədˌmɪnəˈstɹeɪʃən","アドミニストレーション","administrations","",""
"42751","administrator","","アドミニストレーター","administrators","",""
"47701","admission","","アドミッション","admissions","",""
"47725","admission test","","","","",""
"49087","admit","ædˈmɪt","","admits,admitting,admitted","",""
"47654","adult","","アダルト","adults","",""
"46642","advance","ədˈvæns","アドバンス","advances","","advances,advancing,advanced"
"49067","advanced","","アドバンスド","","",""
"48907","adventure","","アドベンチャー","adventures","",""
"44202","adverb","","","adverbs","",""
"49070","advert","","","adverts","",""
"47806","advertise","ˈæd.vɚ.taɪz","アドバタイズ","","","advertises,advertising,advertised"
"46008","advertisement","","アドバタイズメント","","",""
"47811","advertising","","アドバタイジング","","",""
"46399","advice","ædˈvaɪs","アドバイス","advices","",""
"49071","advise","","アドバイス","","","advises,advising,advised"
"49072","adviser","","アドバイザー","","",""
"44231","affect","əˈfɛkt","","","","affects,affecting,affected"
"50684","affiliate","ʌˈfɪl.i.et","アフィリエイト","","",""
"51995","affix","","","","",""
"48070","affordance","","アフォーダンス","affordances","",""
"41190","after","ˈæftɚ","アフター","","",""
"48092","afternoon","","アフターヌーン","afternoons","",""
"42988","age","eɪdʒ","エイジ","","","ages,aging,aged"
"49073","agency","ˈeː.ʤən.si","エージェンシー","agencies","",""
"49842","agenda","ʌˈdʒɛn.də","アジェンダ","","",""
"41335","agent","ˈeɪ.dʒɛnt","エージェント","agents","",""
"41119","aggregate","","アグリゲート,アグリゲイト","aggregates","","aggregates,aggregating,aggregated"
"49076","aggregator","","アグリゲータ","aggregators","",""
"46050","agree","əˈɡriː","アグリー","","","agrees,agreeing,agreed"
"46046","agreement","əˈɡɹiːmənt","アグリメント,アグリーメント","agreements","",""
"50747","airline","","エアライン","","",""
"49656","airmail","ˈɛəmeɪl","エアメール","airmails","",""
"52148","airport","","エアポート","","",""
"49641","albite","","アルバイト","","",""
"45559","alert","əˈlɜːɹt","アラート","alerts","","alerts,alerting,alerted"
"47436","algebra","ˈæl.dʒɪ.bɹə","","algebras","",""
"45867","algorithm","ˈælɡəɹɪðm","アルゴリズム","algorithms","",""
"42358","alias","ˈeɪ.li.əs","エイリアス","aliases","","aliases,aliasing,aliased"
"41393","align","","アライン","","","aligns,aligning,aligned"
"41396","alignment","ɘˈɫaɪnmɘnt","アラインメント,アライメント","alignments","",""
"41733","all","ɔːl","オール","alls","",""
"51698","all-purpose","","","","",""
"50562","all-you-can-drink","","","","",""
"49085","allocable","","","","",""
"51304","allocatable","","","","",""
"4142","allocate","ˈæləˌkeɪt","アロケート","","",""
"44037","allocation","","アロケーション","allocations","",""
"40816","allow","əˈlaʊ","","","","allows,allowing,allowed"
"41930","alpha","ˈæɫf","アルファ","alphas","",""
"41928","alpha blending","","アルファブレンディング","","",""
"49091","alpha blogger","","","","",""
"48319","alpha version","","アルファバージョン","","",""
"43306","alphabet","ˈæl.fəˌbɛt","アルファベット","alphabets","",""
"3887","alphabetic","","","","",""
"43342","alphabetical","","アルファベティカル","","",""
"48099","alphabetical order","","","","",""
"49092","alphabetize","","","","","alphabetizes,alphabetizing,alphabetized"
"43307","alphanumeric","","アルファニューメリック","","",""
"42220","already","","","","",""
"42584","alter","ˈɔl.tɜː","オルター,オールター","","","alters,altering,altered"
"44110","alternate","","オルタネイト","alternates","","alternates,alternating,alternated"
"45715","alternative","ɔːlˈtɜːnətɪv","オールタナティブ,オールタネーティブ","alternatives","",""
"50116","always","ɔlˈwez","","","",""
"51402","ambiguity","","","","",""
"42373","amount","ə.ˈmɑʊnt","アマウント","","","amounts,amounting,amounted"
"4859","amount of money","","","","",""
"48837","analyse","","","","",""
"48838","analyser","","","","",""
"43044","analysis","əˈnælɪsɪs","アナリシス","analyses","",""
"50595","analyst","","アナリスト","","",""
"43048","analyze","","アナライズ","","","analyzes,analyzing,analyzed"
"43052","analyzer","","アナライザー","analyzers","",""
"44076","ancestor","","","ancestors","",""
"41695","and","","アンド","","",""
"50923","anigif","","","","",""
"46104","animate","","アニメイト","","",""
"50974","animated GIF","","","","",""
"46101","animation","æn.əˈme.ʃən","アニメーション","","",""
"48118","anniversary","","アニバーサリー","anniversaries","",""
"41222","annotation","ˌænəˈteiʃən","アノテーション","annotations","",""
"49811","announce","ʌˈnaʊns","アナウンス","","",""
"50085","announcement","","アナウンスメント","","",""
"50919","annoyware","","","","",""
"49637","annual","","アニュアル","annuals","",""
"50636","annual report","","アニュアルレポート","","",""
"49645","annual salary","","","","",""
"48592","anonymous","əˈnɒnəməs","アノニマス","","",""
"45129","anonymous FTP","","","","",""
"45604","anonymous function","","","","",""
"45587","answer","ˈɑːnsə(r)","アンサー","answers","","answers,answering,answered"
"50918","antialiasing","","","","",""
"51726","antiderivative","","","","",""
"50913","antivirus","","アンチウイルス","","",""
"48545","antonym","","","antonyms","",""
"42801","any","ˈɛni","エニー","","",""
"49814","aperture","ˈæp.ɚ.tʃɚ","","","",""
"49813","aperture diaphragm","","","","",""
"49175","apostrophe","","アポストロフィー","","",""
"51519","apothecary","","","","",""
"45631","app","æp","","apps","",""
"44083","apparel","ʌˈpɛɹ.əl","アパレル","","","apparels,appareling(apparelling),appareled (apparelled)"
"5468","appear","","","","",""
"47345","appearance","","アピアランス","appearances","",""
"43147","append","ʌˈpɛnd","アペンド","","","appends,appending,appended"
"49928","append to ~","","","","",""
"51656","applet","","アプレット","","",""
"49158","appliance","əˈplaɪəns","アプライアンス","appliances","",""
"47393","applicability","","","applicabilities","",""
"47269","applicable","","","","",""
"48389","applicate","","","applicates","","applicates,applicating,applicated"
"42921","application","ˌæp.ləˈkeɪ.ʃən","アプリケーション","applications","",""
"46906","application layer","","アプリケーションレイヤー","","",""
"48052","application lifecycle management","","アプリケーションライフサイクルマネジメント","","",""
"49407","application-level","","","","",""
"48390","applied","","","","",""
"49521","applied mathematics","","","","",""
"43458","apply","","アプライ","","","applies,applying,applied"
"46041","approval","əˈpɹuvəl","アプルーバル","approvals","",""
"44859","approve","ʌˈpɹu","アプルーブ","","","approves,approving,approved"
"49214","archaeology","ˌɑɹ.kiˈɑl.ə.dʒi","","","",""
"48707","architectural","ɑɻkɪtɛktjuːɻəɫ","アーキテクチュラル","","",""
"47410","architecture","","アーキテクチャ,アーキテクチュア","","",""
"43103","archive","ˈɑːkaɪv","アーカイブ","archives","","archives,archiving,archived"
"42735","area","æriə","エリア","areas","",""
"43322","argument","ˈɑɹɡjumənt","アーギュメント","arguments","",""
"50940","argumentless","","","","",""
"49548","arithmetic","","","","",""
"49549","arithmetical","","","","",""
"52205","arithmetical operator","","","","",""
"50159","arity","","アリティ","","",""
"45543","arrange","ə.ˈreɪnʤ","アレンジ","","","arranges,arranging,arranged"
"42271","array","","アレイ","arrays","","arrays,arraying,arrayed"
"46788","array definition","","","","",""
"46775","array subscript operator","","","","",""
"50848","arrival","əˈɹaɪ.vəl","","","",""
"51307","arrive","","","","",""
"47632","arrow","","アロー","arrows","",""
"43765","art","ɑɹt","アート","arts","",""
"48679","art gallery","","アートギャラリー","","",""
"41013","article","","アーティクル","articles","",""
"46560","artificial intelligence","","アーティフィシャルインテリジェンス","","",""
"49236","artwork","","アートワーク","artworks","",""
"3614","as","","アズ","","",""
"41156","ascend","","","","","ascends,ascending,ascended"
"48522","ascending order","","","","",""
"50924","asciibetical","","","","",""
"50289","aside","","アサイド","","",""
"46736","aspect","","アスペクト","","",""
"47338","aspect ratio","","","","",""
"48110","assemble","","アセンブル","","","assembes,assembling,assembled"
"48111","assembler","əˈsɛmb(ə)lɚ","アセンブラ","assemblers","",""
"48114","assembly","","アセンブリ","assemblies","",""
"48112","assembly language","","","","",""
"47193","assert","","アサート","asserts","","asserts,asserting,asserted"
"47196","assertion","","アサーション","assertions","",""
"42260","asset","","アセット","assets","",""
"42380","assign","","アサイン","assigns,assigning,assigned","",""
"43310","assignable","","","","",""
"49086","assignment","","","assignments","",""
"52206","assignment operator","","","","",""
"42263","assist","ə.ˈsɪst","アシスト","assists","","assists,assisting,assisted"
"49101","assistant","","アシスタント","assistants","",""
"44050","associate","","","associates","","associates,associating,associated"
"46194","association","","アソシエーション","associations","",""
"48177","associative","","","","",""
"44523","associative array","","","","",""
"49974","assume","","アシューム","","",""
"51898","asterisk","","アスタリスク","","",""
"49628","astronomy","","アストロノミー","","",""
"4067","async","","","","",""
"42167","asynchronous","","","","",""
"46063","asynchronous communication","","","","",""
"46156","at mark","","アットマーク","","",""
"46158","at sign","","","","",""
"46159","at symbol","","","","",""
"51769","atmospheric","","","","",""
"52208","atom","","アトム","","",""
"51427","atomic","","アトミック","","",""
"51426","atomic number","","アトミックナンバー","","",""
"52209","atomic operation","","","","",""
"50917","atomicity","","","","",""
"44737","attach","əˈtætʃ","アタッチ","","","attaches,attaching,attached"
"44745","attachment","əˈtætʃmənt","アタッチメント","attachments","",""
"51111","attendance","","","","",""
"52161","attendee","","","","",""
"50001","attention","","アテンション","","",""
"46527","attest","","アテスト","","","attests,attesting,attested"
"5898","attr","","","","",""
"42662","attribute","","アトリビュート","attributes","",""
"47814","auction","ˈɔːkʃən","オークション","auctions","","auctions,auctioning,auctioned"
"48021","auctioneer","","","auctioneers","",""
"43866","audio","","オーディオ","audios","",""
"49157","audiobook","","","","",""
"50710","audit","","","","",""
"44833","augend","","","augends","",""
"51537","augmented reality","","","","",""
"50552","auth","","","","",""
"45812","authenticate","","","","","authenticates,authenticating,authenticated"
"48710","authenticated","","","","",""
"44765","authentication","","オーセンティケーション","authentications","",""
"45160","authenticator","","","authenticators","",""
"42231","author","","オーサー","authors","",""
"43006","authority","əˈθɑɹəti","オーソリティー","authorities","",""
"45070","authorization","","オーソリゼーション","authorizations","",""
"45486","authorize","","オーソライズ","","","authorizes,authorizing,authorized"
"43865","auto","","オート","autos","",""
"49445","auto indent","","","","",""
"48965","auto-","","オート","","",""
"50916","auto-reply","","","","",""
"49124","autoboxing","","オートボクシング","","",""
"45109","autocommit","","オートコミット","","",""
"48444","autocomplete","","オートコンプリート","","",""
"48964","autocompletion","","オートコンプリート","","",""
"51388","autodetect","","","","",""
"50915","autodetection","","","","",""
"50447","autogenerate","","","","",""
"50448","autogenerated","","","","",""
"51311","autogenerated code","","","","",""
"50444","autogeneration","","","","",""
"50921","autoinstall","","オートインストール","","",""
"45273","autolink","","オートリンク","","",""
"50942","autoload","","オートロード","","",""
"50920","autologin","","","","",""
"48663","automated","","","","",""
"48661","automated testing","","","","",""
"4057","automatic","","オートマティック","","",""
"51310","automatically","","","","",""
"48968","automatization","","","","",""
"48969","automatize","","","","",""
"49542","automobile","","オートモービル","","",""
"5149","autonomy","","","","",""
"50941","autonumbering","","","","",""
"50922","autorun","","","","",""
"50928","autosave","","","","",""
"51172","autoscaling","","","","",""
"50927","autoscrolling","","","","",""
"52211","autovivification","","","","",""
"41838","autumn","ˈɑ.təm","オータム","autumns","",""
"50611","auxiliary","","","","",""
"48619","auxiliary verb","","","","",""
"49297","availability","","アベイラビリティー","availabilities","",""
"44582","available","əˈveɪləb(ə)l","アベイラブル","","",""
"50926","avatar","","アバター","","",""
"48151","average","ˈævəɹɪdʒ","アベレージ","averages","","averages,averaging,averaged"
"50746","aviation","","アビエーション","","",""
"44540","avoid","əˈvɔɪd","アボイド","","","avoids,avoiding,avoided"
"51945","axial","","","","",""
"51944","axial symmetry","","","","",""
"42964","axis","","アクシス","axes","",""
"50375","b-stock","","","","",""
"47821","baby","","ベイビー","babies","",""
"49384","back","","バック","","","backs,backing,backed"
"43933","back end","","バックエンド","","",""
"48972","back up","","","","",""
"43935","background","","バックグラウンド","backgrounds","",""
"48971","background color","","","","",""
"49246","background process","","","","",""
"52212","backreference","","","","",""
"50934","backslash","","","","",""
"50935","backspace","ˈbækˌspeɪs","","","",""
"51670","backstage","","バックステージ","","",""
"45103","backup","","バックアップ","backups","",""
"45024","backup file","","バックアップファイル","","",""
"49630","backward","ˈbækwɚd","バックワード","","",""
"49202","backward compatibility","","","backward compatibilities","",""
"49205","backward compatible","","","","",""
"4112","bad","bæd","バッド","","",""
"49499","baggage","","バッゲージ","baggages","",""
"50586","bake","beɪk","ベイク","","",""
"50646","balance","ˈbæləns","バランス","","",""
"50647","balance sheet","","バランスシート","","",""
"51666","balloon","","バルーン","","",""
"41602","bank","","バンク","banks","","banks,banking,banked"
"48999","bank account","","バンクアカウント","","",""
"49237","bank card","","","bank cards","",""
"48986","banknote","","","","",""
"45366","banner","","バナー","banners","",""
"48973","banner ad","","","","",""
"44124","bar","","","","",""
"48381","bar chart","","バーチャート","","",""
"49487","bar graph","","","","",""
"52213","bareword","","ベアワード","","",""
"48454","bargain","","バーゲン","bargains","",""
"41169","base","beɪs","ベース","bases","",""
"44506","base class","","ベースクラス","","",""
"50945","basename","","","","",""
"43097","basic","","ベーシック","basics","",""
"47671","basic concept","","","","",""
"46580","basis","","","","",""
"45433","basket","","バスケット","baskets","",""
"45577","batch","bætʃ","バッチ","batches","",""
"50936","batch file","","","","",""
"48981","batch processing","","","","",""
"41658","bean","biːn","ビーン","beans","",""
"51972","beauty","","","","",""
"41189","before","bɪˈfɔːr","ビフォア,ビフォー","","",""
"44372","begin","bɪˈɡɪn","ビギン","","","begins,beginning,began,begun"
"40798","behavior","","ビヘイビア","behaviors","",""
"52117","behind","","ビハインド","","",""
"51090","benchmark","","ベンチマーク","","",""
"47719","benefit","ˈbɛn.ə.fɪt","ベネフィット","benefits","",""
"51708","beryllium","","","","",""
"47511","best","bɛst","ベスト","bests","",""
"50168","best coding practice","","","best coding practices","",""
"51881","best practice","","ベストプラクティス","best practices","",""
"49731","bestseller","","ベストセラー","","",""
"41934","beta","ˈbeɪtə","ベータ","betas","","betas,betaing,betaed"
"48318","beta version","","ベータバージョン","","",""
"51702","better","","","","",""
"44417","between","bɪˈtwin","ビトウィーン,ビットウィーン","","",""
"48984","between A and B","","","","",""
"49541","bicycle","","","","",""
"48013","bid","bɪd","ビッド","bids","","bids,bidding,bade,bidden"
"48017","bid price","","","","",""
"48019","bidder","","","bidders","",""
"47351","big","bɪɡ","","","bigger,biggest",""
"52214","big-endian","","","","",""
"49540","bike","","バイク","bikes","",""
"42099","bill","","ビル","bills","","bills,billing,billed"
"48985","billing","","","billings","",""
"41611","billing address","","","","",""
"50861","billion","ˈbɪljən","ビリオン","","",""
"41376","binary","","バイナリー","binaries","",""
"50929","binary code","","","","",""
"45026","binary file","","バイナリファイル","","",""
"50943","binary operator","","","","",""
"45004","binary search","","バイナリサーチ","","",""
"43396","bind","baɪnd","バインド","binds","","binds,binding,bound"
"46488","bind variable","","","","",""
"44735","binder","","バインダー","binders","",""
"51975","biography","","バイオグラフィー","","",""
"47420","biology","","バイオロジー","biologies","",""
"48899","birthdate","","","birthdates","",""
"42992","birthday","","バースデイ","","",""
"47054","birthplace","","","birthplaces","",""
"44031","bit","","ビット","","",""
"46520","bit rate","","ビットレート","","",""
"52218","bit shift","","ビットシフト","","",""
"50140","bitmap","","ビットマップ","","",""
"50835","bitmap image","","","","",""
"50931","bitmask","","ビットマスク","","",""
