"40846","74583","noun","news","","0"
"40846","76932","noun","announcement","","0"
"40847","59784","noun","notification","","0"
"40847","60771","noun","notice","","0"
"40847","67924","noun","advice","","0"
"40847","75673","noun","announcement","告知","0"
"40848","59786","noun","notification","","0"
"40848","60769","noun","notice","","0"
"40848","71066","noun","warning","","0"
"40853","59794","noun","permission","","0"
"40853","68784","noun","grant","","0"
"40853","75642","noun","authorization","","0"
"40854","59796","noun","permission","","0"
"40854","74725","noun","acceptance","","0"
"40856","59798","noun","placement","","0"
"40856","64427","noun","allocation","","0"
"40856","67816","noun","deployment","","0"
"40860","59802","verb","disable","","0"
"40860","63961","verb","invalidate","","0"
"40861","59804","verb","disable","","0"
"40861","63959","verb","invalidate","","0"
"40861","65144","verb","avoid","","0"
"40861","67105","verb","cancel","","0"
"40864","59806","adjective","virtual","","0"
"40869","59808","noun","material","","1"
"40870","59810","noun","material","","0"
"40870","75598","noun","rawmaterial","","0"
"40870","75599","noun","stuff","","0"
"40871","59812","noun","material","","0"
"40871","61019","verb","component","","0"
"40874","59818","noun","material","","0"
"40874","75065","noun","freebie","無料の配布物という意味で","0"
"40874","75686","noun","resource","","1"
"40876","59820","verb","expire","","0"
"40877","59822","verb","expire","","0"
"40879","59824","noun","limit","","0"
"40879","65697","noun","bound","","0"
"40879","67830","noun","limitation","","0"
"40880","59826","noun","limit","","0"
"40880","67826","noun","limitation","","0"
"40880","68906","noun","suppression","","0"
"40881","59828","noun","limit","","0"
"40882","59830","noun","limit","","0"
"40882","65691","noun","bound","","0"
"40882","68900","noun","border","","0"
"40883","59832","noun","limit","","0"
"40883","75641","noun","capacity","容量","0"
"40885","59835","verb","delay","","0"
"40885","61458","verb","defer","","0"
"40886","59837","verb","delay","","0"
"40886","61074","verb","extend","","0"
"40886","61456","verb","defer","","0"
"40888","59841","noun","delay","","0"
"40891","59843","sentence","too many","","0"
"40894","59845","verb","stop","","0"
"40895","59847","verb","stop","","0"
"40895","76143","verb","halt","","0"
"40896","59849","verb","stop","","0"
"40896","62192","verb","drop","","0"
"40896","64891","verb","pause","","0"
"40898","59853","noun","stop","","0"
"40898","76144","noun","halt","","0"
"40899","59855","noun","stop","","0"
"40900","59857","noun","stop","","0"
"40900","64887","noun","pause","","0"
"40904","59859","noun","reservation","","0"
"40904","70502","noun","subscription","予約購読","0"
"40905","59861","noun","reservation","","0"
"40905","66841","noun","specification","","0"
"40907","59863","verb","reserve","","0"
"40907","60581","verb","subscribe","","0"
"40907","62620","verb","book","","0"
"40920","59877","verb","reset","","0"
"40922","77827","","window","","0"
"40923","59881","noun","window","","0"
"40926","59885","verb","edit","","1"
"40928","77742","","editor","","0"
"40929","59889","noun","editor","","0"
"40932","59893","verb","run","","2"
"40932","63077","verb","execute","","3"
"40932","63087","verb","perform","","1"
"40932","63089","verb","invoke","","1"
"40932","71813","verb","launch","","0"
"40933","59895","verb","run","","0"
"40935","59899","verb","run","","0"
"40938","59901","noun","tip","","0"
"40938","75717","noun","hint","","0"
"40942","59905","noun","preference","","0"
"40943","59907","noun","preference","","0"
"40948","59913","verb","rename","","0"
"40953","59919","verb","import","","0"
"40954","59921","verb","import","","0"
"40955","77738","","import","","0"
"40956","59925","noun","import","","0"
"40956","75093","noun","capturing","","0"
"40957","59927","verb","import","","0"
"40958","59929","","import","","0"
"40960","59931","verb","export","","0"
"40961","59933","verb","export","","0"
"40963","59937","noun","export","","0"
"40964","59939","noun","export","","0"
"40966","59941","adjective","new","","0"
"40966","74219","adjective","latest","","0"
"40966","74220","adjective","hot","","0"
"40967","59943","adjective","new","","0"
"40968","59945","adjective","new","","0"
"40969","59947","adverb","new","","0"
"40969","62604","adverb","recently","","0"
"40969","74551","adverb","newly","","0"
"40971","59951","adverb","new","","0"
"40973","59953","verb","clean","","0"
"40973","63895","verb","clear","","0"
"40973","69853","verb","purge","","0"
"40973","76147","verb","sanitize","","0"
"40974","59955","verb","clean","","0"
"40974","61510","verb","reject","","0"
"40974","75092","verb","remove","","1"
"40974","76219","noun","trim","","0"
"40974","78962","adjective","unique","重複を取り除く
http://api.jquery.com/jQuery.unique/
http://linux.about.com/library/cmd/blcmdl_uniq.htm","1"
"40974","78963","verb","exclude","","0"
"40977","59957","noun","profile","","0"
"40978","59959","noun","profile","","0"
"40978","62934","noun","analysis","","0"
"40980","59961","verb","connect","","0"
"40980","62270","verb","concatenate","","0"
"40981","59963","verb","connect","","0"
"40981","67368","verb","relate","","0"
"40981","75003","verb","bind","","0"
"40981","75004","verb","tie","結ぶ","0"
"40982","59965","verb","connect","","0"
"40987","59969","verb","expand","","0"
"40987","71691","verb","zoom","","0"
"40988","59971","verb","expand","","0"
"40988","61080","verb","extend","","0"
"40989","59973","verb","expand","","1"
"40989","75421","verb","unzip","ZIPファイルを","0"
"40990","59975","verb","expand","","0"
"40990","61078","verb","extend","","0"
"40990","76044","verb","spread","","0"
"40991","59977","verb","expand","","0"
"40998","59979","adjective","folding","","0"
"41002","59985","verb","fold","","0"
"41002","68870","verb","collapse","","0"
"41003","59987","verb","fold","","0"
"41003","74888","verb","collapse","","0"
"41006","59989","noun","item","","0"
"41006","62780","noun","entry","","0"
"41006","75305","noun","article","","0"
"41006","75306","noun","element","要素","0"
"41011","59997","noun","goods","","0"
"41011","60009","noun","article","","0"
"41011","67067","noun","commodity","（日用品など）","0"
"41011","67674","noun","merchandise","","1"
"41011","75059","noun","stock","","0"
"41011","79180","","item","","1"
"41012","59999","noun","goods","","0"
"41012","60007","noun","article","","0"
"41014","60001","noun","article","","1"
"41014","66434","noun","news","","0"
"41014","78069","","post","投稿されたものという意味で","1"
"41019","60011","verb","fail","","0"
"41019","65683","verb","abort","","0"
"41021","60013","noun","failure","","0"
"41021","74636","noun","miss","","0"
"41027","60017","noun","express","","0"
"41028","60019","noun","express","","0"
"41030","60023","verb","express","","0"
"41031","60025","verb","express","","0"
"41032","60027","adjective","express","","0"
"41032","74898","adjective","special","","0"
"41033","60029","adjective","express","","0"
"41034","60031","adjective","express","","0"
"41035","60033","adverb","express","","0"
"41036","60035","adverb","express","","0"
"41038","60037","noun","expression","","0"
"41038","75048","noun","notation","表記","0"
"41039","60039","noun","expression","","0"
"41039","75049","verb","notation","（表記法）","0"
"41041","60043","noun","expression","","0"
"41041","60045","noun","formula","","0"
"41043","60047","noun","formula","","0"
"41049","63241","noun","length","","0"
"41049","75569","noun","width","幅","0"
"41049","75570","noun","size","大きさ","0"
"41049","76035","noun","span","","0"
"41051","60053","noun","span","","0"
"41051","61600","noun","scope","","1"
"41051","62416","noun","range","","1"
"41051","62442","noun","area","","0"
"41051","63513","noun","domain","","0"
"41051","65699","noun","bound","","0"
"41051","79130","","interval","","0"
"41057","60061","noun","protocol","","0"
"41060","77934","","lock","","0"
"41060","77935","","rock","岩などの意味","0"
"41061","60065","noun","lock","","0"
"41061","62742","noun","key","","0"
"41062","60067","verb","lock","","0"
"41063","60069","verb","lock","","0"
"41067","60075","verb","unlock","","0"
"41067","63107","verb","release","","0"
"41067","70972","verb","deselect","","0"
"41069","77821","","socket","","0"
"41071","60079","verb","match","","0"
"41071","61554","verb","synchronize","","0"
"41074","60085","verb","match","","0"
"41075","60087","verb","match","","0"
"41076","60089","verb","match","","0"
"41078","60091","verb","respond","","0"
"41078","66725","verb","answer","","0"
"41078","68376","verb","reply","","0"
"41079","60093","verb","respond","","0"
"41079","66727","verb","answer","","0"
"41079","68378","verb","reply","","0"
"41080","60095","verb","respond","","0"
"41083","78683","","source","","1"
"41084","60101","noun","source","","0"
"41084","79120","","src","sourceの省略形","0"
"41085","75600","noun","cause","","0"
"41085","75602","noun","why","","0"
"41085","75603","noun","reason","","0"
"41088","60107","verb","split","","0"
"41088","60925","verb","break","","0"
"41088","76735","verb","divide","","0"
"41091","77795","","scan","","0"
"41092","60113","noun","scan","","0"
"41093","60115","verb","scan","","0"
"41094","60117","verb","scan","","0"
"41099","77843","","scanner","","0"
"41106","60127","verb","encode","","0"
"41107","60129","verb","encode","","0"
"41108","60131","verb","encode","","0"
"41112","60137","verb","decode","","0"
"41112","70764","verb","decipher","","0"
"41112","71686","verb","decrypt","","0"
"41113","60139","verb","decode","","0"
"41116","60143","adjective","absolute","","0"
"41117","60145","adjective","absolute","","0"
"41118","60147","adjective","absolute","","0"
"41118","61846","adjective","full","","0"
"41120","60149","verb","aggregate","","0"
"41120","61472","verb","collect","","0"
"41121","60151","noun","aggregation","","0"
"41121","76119","noun","set","","0"
"41126","60157","noun","note","","0"
"41127","60159","noun","note","","0"
"41127","66104","noun","memo","","0"
"41130","60165","noun","note","","0"
"41130","60779","noun","notice","","0"
"41131","60167","noun","note","","0"
"41131","60777","noun","notice","","0"
"41131","71060","noun","warning","","0"
"41135","60171","verb","fetch","","0"
"41135","64675","verb","retrieve","","0"
"41135","71690","verb","pop","","0"
"41135","71743","verb","dequeue","","0"
"41140","60179","verb","stack","","0"
"41142","78791","","trace","","0"
"41146","60189","verb","trace","","0"
"41146","74500","verb","track","","0"
"41148","60191","verb","chunk","","0"
"41148","61494","noun","partition","","0"
"41148","64983","verb","separate","","0"
"41148","65360","noun","section","","0"
"41148","65364","verb","divide","","1"
"41148","75422","verb","tokenize","トークンに分割する","0"
"41148","75423","verb","split","","0"
"41150","60195","noun","chunk","","0"
"41150","66361","noun","block","","0"
"41153","60199","verb","combine","","0"
"41153","62262","verb","join","","0"
"41153","75013","verb","concatenate","連結する","0"
"41159","60209","verb","ascend","","0"
"41166","60219","verb","flip","","0"
"41167","60221","verb","flip","（ひっくり返す）","0"
"41167","63213","verb","reverse","","0"
"41170","60223","noun","base","","0"
"41173","60229","noun","base","","0"
"41176","60233","noun","record","","0"
"41176","62086","noun","registry","","0"
"41177","60235","noun","record","","0"
"41177","62392","noun","history","","0"
"41177","75002","noun","resume","","0"
"41178","60237","noun","record","","0"
"41179","60239","noun","record","","0"
"41179","60299","noun","result","","0"
"41180","60241","noun","record","","0"
"41180","74549","noun","best record","","0"
"41181","77645","","record","","0"
"41186","60249","adjective","public","","0"
"41186","64027","adjective","common","","0"
"41188","60253","adjective","public","","0"
"41188","74652","adjective","open","","0"
"41191","60255","adjective","after","","0"
"41192","60257","adjective","after","","0"
"41192","63935","adjective","next","","0"
"41192","65293","adjective","following","","0"
"41193","60259","adverb","after","","0"
"41195","60263","adverb","after","","0"
"41195","61416","adverb","later","","0"
"41197","60265","verb","normalize","","0"
"41198","60267","verb","normalize","","0"
"41198","68106","verb","standardize","","0"
"41199","60269","verb","normalize","","0"
"41202","60273","noun","prefix","","0"
"41206","60279","noun","symbol","","0"
"41206","66284","noun","sign","","0"
"41207","60281","noun","symbol","","0"
"41207","64489","noun","mark","","0"
"41207","66280","noun","sign","","0"
"41208","60283","noun","symbol","","0"
"41208","64491","noun","mark","","0"
"41208","74989","noun","sign","","1"
"41208","78819","","code","","0"
"41210","60285","noun","option","","0"
"41211","60287","noun","option","","0"
"41214","60291","noun","result","","0"
"41216","60295","noun","result","","0"
"41217","60297","noun","result","結果としての効果","0"
"41217","74827","noun","effect","","0"
"41219","77797","","scheme","","0"
"41220","60303","noun","scheme","","0"
"41220","61930","noun","strategy","","0"
"41220","63851","noun","project","","0"
"41220","65721","noun","program","","0"
"41220","66343","noun","plan","","0"
"41220","67446","noun","schedule","","0"
"41221","66345","noun","plan","","0"
"41221","74773","noun","idea","","0"
"41224","60309","noun","annotation","","0"
"41224","66156","noun","comment","","0"
"41224","68202","noun","notation","","0"
"41226","60313","verb","continue","","0"
"41226","65713","verb","proceed","","0"
"41227","60315","verb","continue","","0"
"41228","60317","verb","continue","","0"
"41232","60323","noun","clip","","0"
"41234","60325","noun","version","","0"
"41234","71775","noun","revision","","0"
"41238","60329","noun","lookup","","0"
"41238","62028","noun","search","","0"
"41240","60331","noun","report","","0"
"41241","60333","noun","report","","0"
"41241","66432","noun","news","","0"
"41242","60335","noun","report","","0"
"41244","60339","noun","report","","0"
"41244","75879","noun","ledger sheet","","0"
"41246","77796","","schema","","0"
"41249","60347","noun","schema","","0"
"41249","62258","noun","summary","","0"
"41249","66110","noun","outline","","1"
"41249","69281","noun","synopsis","文章などの粗筋","0"
"41249","74576","noun","excerpt","","0"
"41249","78891","","overview","飛行機などから見た概観のイメージから、物事の概観（概要）を意味する","1"
"41251","77823","","sort","","0"
"41252","60351","noun","sort","ソート","0"
"41253","60353","verb","sort","","0"
"41254","60355","verb","sort","","0"
"41254","70222","verb","classify","","0"
"41254","70224","verb","categorize","","1"
"41255","60357","verb","sort","ソートする","0"
"41255","78964","verb","order","SQLのORDER BY句より
http://en.wikipedia.org/wiki/Order_by","1"
"41257","60359","noun","usage","","0"
"41259","60363","noun","usage","","0"
"41259","78036","","how to use","使い方のニュアンス。ホームページなどで","0"
"41262","77754","","cookie","","1"
"41264","60367","adjective","free","","0"
"41265","60369","adjective","free","","0"
"41266","60371","adverb","free","","0"
"41267","60373","verb","free","","0"
"41267","63101","verb","release","","0"
"41268","60375","verb","free","","0"
"41268","63103","verb","release","","0"
"41271","60377","verb","unset","","0"
"41272","60379","adjective","unset","","0"
"41273","60381","adjective","unset","","0"
"41276","60383","verb","repair","","0"
"41276","74791","verb","fix","","0"
"41277","60385","verb","repair","","0"
"41278","60387","noun","repair","","0"
"41279","60389","noun","repair","","0"
"41282","60393","verb","commit","","0"
"41284","77799","","scroll","","1"
"41284","78674","noun","scrolling","","0"
"41285","60397","verb","scroll","","0"
"41288","60399","verb","paginate","","0"
"41291","60403","noun","pagination","","0"
"41294","60409","noun","pagination","","0"
"41294","74480","noun","page number","","0"
"41298","60413","noun","criteria","","0"
"41298","61804","noun","standard","","0"
"41299","60415","noun","criteria","","0"
"41299","65899","noun","criterion","","0"
"41299","75740","noun","standard","","0"
"41301","60417","adjective","duplicate","","0"
"41302","60419","verb","duplicate","","0"
"41302","63659","verb","copy","","0"
"41303","60421","verb","duplicate","","0"
"41303","63203","verb","clone","","0"
"41303","74543","verb","copy","","0"
"41307","60427","noun","group","","0"
"41308","60429","noun","group","","0"
"41308","74736","noun","team","","0"
"41310","60431","noun","region","","0"
"41310","61492","noun","partition","","0"
"41310","65351","noun","section","","0"
"41310","65368","noun","part","","0"
"41310","74604","noun","segment","","0"
"41313","60435","verb","support","","0"
"41314","60437","verb","support","","0"
"41315","77773","","support","","0"
"41318","60445","noun","support","","0"
"41318","74747","noun","assist","","0"
"41321","77830","","offset","","0"
"41327","77938","","rollback","","0"
"41330","60461","verb","peek","","1"
"41333","60465","verb","receive","","0"
"41334","60467","verb","receive","","0"
"41337","60469","adjective","single","","0"
"41338","60471","adjective","single","","0"
"41342","60477","adjective","valid","","0"
"41342","71107","adjective","correct","","0"
"41343","60479","adjective","valid","","0"
"41344","60481","adjective","valid","","0"
"41344","61742","adjective","active","","0"
"41344","65208","adjective","available","","1"
"41346","60483","verb","suggest","","0"
"41346","75018","verb","propose","","0"
"41351","78831","","size","","1"
"41351","78832","","dimension","","0"
"41352","60493","noun","size","","0"
"41352","61052","noun","dimension","","0"
"41353","60495","noun","size","","0"
"41353","61056","noun","dimension","","0"
"41353","65549","noun","scale","","1"
"41354","60497","noun","size","","0"
"41354","61050","noun","dimension","","0"
"41354","70468","noun","measurement","","0"
"41358","60501","verb","validate","","0"
"41358","65182","verb","enable","","0"
"41359","75637","verb","certify","","0"
"41359","75638","verb","evidence","","0"
"41360","60505","verb","validate","（妥当性を検証する）","0"
"41360","66369","verb","confirm","","0"
"41363","60509","noun","validation","","0"
"41364","60511","noun","validation","","0"
"41364","67005","noun","verification","","0"
"41365","60513","noun","validation","","1"
"41368","60517","verb","resume","","0"
"41368","62724","verb","restart","","0"
"41370","60569","verb","change","","1"
"41370","62196","verb","alter","","0"
"41370","63341","verb","translate","","0"
"41370","65067","verb","convert","","0"
"41371","60521","verb","transform","","0"
"41372","60523","verb","transform","","0"
"41372","60575","verb","change","","0"
"41372","65071","verb","convert","","1"
"41372","76569","verb","format","（書式を整える）","0"
"41372","78909","adjective","to","to変換するもの
(例) toString 文字列に変換する","1"
"41373","60525","verb","transform","","0"
"41374","60527","noun","transform","","0"
"41375","60529","noun","transformation","","0"
"41375","67213","noun","conversion","","0"
"41378","60533","adjective","binary","","0"
"41380","60535","noun","status","","0"
"41380","60539","noun","state","","0"
"41380","65903","noun","condition","","0"
"41381","78680","","status","","0"
"41383","60541","noun","state","","0"
"41383","74895","noun","status","","0"
"41388","60547","noun","margin","","1"
"41388","65013","noun","space","","0"
"41388","65017","noun","whitespace","","0"
"41391","77689","","margin","","0"
"41392","60555","noun","margin","","0"
"41394","60557","verb","align","","0"
"41397","60561","noun","alignment","","0"
"41398","60563","noun","alignment","","1"
"41402","60565","adjective","current","","0"
"41402","75229","adjective","present","","0"
"41403","60567","adjective","current","","0"
"41403","74890","adjective","present","","0"
"41405","60571","verb","change","","0"
"41405","62198","verb","alter","","0"
"41406","60573","verb","change","","0"
"41406","63335","verb","modify","","0"
"41406","75619","verb","rename","","0"
"41407","60577","verb","change","","0"
"41407","63437","verb","swap","","0"
"41407","65043","verb","exchange","","1"
"41407","65061","verb","trade","","0"
"41407","65220","verb","switch","","0"
"41407","70728","verb","interchange","","0"
"41409","77887","","buffer","","0"
"41411","60583","verb","subscribe","","0"
"41411","66290","verb","sign","","0"
"41411","75530","verb","sign up","","0"
"41412","60585","verb","subscribe","","0"
"41413","60587","verb","subscribe","","0"
"41413","67392","verb","agree","","1"
"41413","75057","verb","accept","","0"
"41414","65571","verb","approve","","0"
"41414","67394","verb","agree","","0"
"41416","60591","verb","restore","","0"
"41416","74803","verb","recover","","0"
"41416","76045","verb","undo","元に戻す","0"
"41417","60593","verb","restore","","0"
"41419","60597","verb","restore","","0"
"41420","60599","verb","restore","","0"
"41420","74211","verb","recover","","0"
"41422","77916","","memory","","0"
"41423","60603","noun","memory","","0"
"41423","61151","noun","storage","","0"
"41424","60605","noun","memory","","0"
"41425","60607","noun","memory","","0"
"41427","78636","","image","","0"
"41428","60611","noun","image","","0"
"41428","64227","noun","picture","","0"
"41428","77103","noun","icon","（アイコン）","0"
"41429","70548","noun","video","","0"
"41431","77858","","template","","0"
"41432","60617","noun","template","","0"
"41437","60619","noun","price","","0"
"41437","66056","noun","cost","","0"
"41438","60621","noun","price","","0"
"41438","66060","noun","cost","","0"
"41442","60627","noun","lower-case","","1"
"41443","60629","adjective","lowercase","","0"
"41445","60631","noun","upper case","","0"
"41445","65951","noun","capital","","0"
"41446","60633","adjective","uppercase","","0"
"41446","65949","adjective","capital","","0"
"41449","60635","noun","structure","","0"
"41449","69339","noun","architecture","","0"
"41450","60637","noun","structure","","0"
"41450","62156","noun","system","","0"
"41450","68884","noun","organization","","1"
"41451","60639","noun","structure","","0"
"41455","60645","adjective","temporary","","0"
"41457","60649","adjective","temporary","（一時的な）","0"
"41459","60651","verb","employ","","0"
"41460","60653","noun","employ","","0"
"41460","68232","noun","employment","","0"
"41462","60655","noun","employee","","0"
"41462","74804","noun","staff","","0"
"41463","60657","noun","employee","","0"
"41463","67502","noun","staff","","0"
"41464","60659","noun","employee","","0"
"41467","60663","noun","unit","","0"
"41468","60665","","unit","","0"
"41468","61390","","department","","0"
"41468","62050","","category","","0"
"41468","65356","noun","section","","0"
"41468","67183","","branch","","0"
"41469","60667","noun","unit","","0"
"41472","60671","adjective","unique","","0"
"41472","74587","adjective","only","","0"
"41473","60673","adjective","unique","","0"
"41474","60675","adjective","unique","","0"
"41476","60679","noun","subject","","0"
"41476","66709","noun","issue","","0"
"41476","75060","noun","problem","","1"
"41476","75061","noun","question","質問","0"
"41477","60681","noun","subject","","0"
"41478","60683","noun","subject","","0"
"41478","74867","noun","theme","","0"
"41478","74868","noun","task","","0"
"41478","74869","noun","issue","","0"
"41479","60685","noun","subject","","0"
"41479","79081","","title","","1"
"41480","60687","noun","subject","","0"
"41481","60689","noun","subject","","0"
"41482","60691","noun","subject","","0"
"41483","60693","noun","subject","","0"
"41483","62764","noun","target","","0"
"41488","60695","verb","hide","","0"
"41489","60697","verb","hide","（隠す）","0"
"41491","60699","noun","license","","0"
"41492","60701","noun","license","","0"
"41492","75697","noun","driver's license","（運転免許証）","0"
"41497","60711","verb","round","","0"
"41498","60713","verb","round","","0"
"41499","60715","adjective","round","","0"
"41502","60717","verb","cut","","1"
"41502","78852","","disconnect","接続を切る","0"
"41502","78853","","truncate","余分な部分を","0"
"41503","60719","verb","cut","","0"
"41503","69199","verb","clip","","0"
"41503","76109","noun","crop","切り抜く","0"
"41505","61796","verb","erase","","0"
"41505","63095","verb","remove","","0"
"41505","63673","verb","trim","","0"
"41505","63907","verb","delete","","0"
"41505","71689","verb","unlink","","0"
"41506","60725","verb","cut","","0"
"41509","60729","noun","focus","","0"
"41509","74699","noun","focal point","","0"
"41510","60731","verb","focus","","0"
"41515","60735","verb","crawl","","0"
"41516","78901","","crawl","","0"
"41519","60739","noun","ASCII","","0"
"41522","60743","adjective","vertical","","0"
"41524","60747","adjective","vertical","","0"
"41526","60749","noun","horizon","","0"
"41527","60751","noun","horizon","","0"
"41529","60753","adjective","horizontal","","0"
"41531","60757","adjective","horizontal","","0"
"41535","60761","verb","handle","","0"
"41536","60763","verb","handle","","0"
"41536","63075","verb","process","","1"
"41536","75412","verb","preprocess","","0"
"41537","60765","verb","handle","","0"
"41539","77679","","module","","0"
"41541","60773","noun","notice","","0"
"41541","71058","noun","warning","","0"
"41542","60775","noun","notice","","0"
"41542","71064","noun","warning","","0"
"41546","60781","verb","refresh","","0"
"41546","63123","verb","update","","0"
"41548","77922","","referrer","","0"
"41548","77923","","referer","HTTPのリファラーは、referrerではなく、RFCで referer と定義されているので、referer と綴る方が正確（と解釈できる）","1"
"41550","60785","verb","publish","","0"
"41551","60787","verb","publish","","0"
"41551","77137","verb","issue","","0"
"41553","60791","verb","publish","","0"
"41555","60793","noun","publisher","","0"
"41556","60795","noun","publisher","","0"
"41557","60797","noun","publisher","","0"
"41558","60799","noun","publisher","","0"
"41560","60801","noun","invocation","","0"
"41560","77652","verb","invoke","実行する","0"
"41561","60803","noun","invocation","","0"
"41561","75479","noun","call","","0"
"41566","60807","verb","floor","","1"
"41566","75376","verb","round","（丸める）","0"
"41566","76251","verb","round down","","0"
"41566","78855","","truncate","","1"
"41568","60809","verb","ceil","","0"
"41577","60817","noun","provider","","0"
"41577","74481","noun","Internet service provider","","0"
"41577","75274","noun","ISP","","0"
"41580","77757","","crawler","","0"
"41582","78643","","indexer","","1"
"41584","77609","","optimizer","","0"
"41587","60829","adjective","important","","0"
"41588","60831","adjective","important","","0"
"41588","75106","adjective","significant","","0"
"41590","78660","","underscore","","0"
"41591","60835","noun","underscore","","0"
"41591","76273","noun","underline","","0"
"41592","60837","verb","underscore","","0"
"41592","76476","verb","underline","","0"
"41595","60839","noun","enquete","","0"
"41595","68064","noun","questionnaire","","0"
"41600","60841","noun","payment","","0"
"41600","66799","noun","pay","","0"
"41601","74958","noun","delivery","","0"
"41603","60845","noun","bank","","0"
"41604","60847","verb","bank","","0"
"41612","60851","noun","billing address","","0"
"41615","60853","sentence","~ percent discount","","0"
"41617","60855","noun","shipping method","","0"
"41622","60859","noun","last name","","0"
"41622","74963","noun","surname","","0"
"41622","74964","noun","family name","","0"
"41625","60863","noun","country","","0"
"41626","60865","noun","country","","0"
"41630","60871","noun","ZIP code","米郵便制度における郵便番号","0"
"41630","66312","noun","postcode","","0"
"41630","66314","noun","postal code","","2"
"41632","60873","noun","expiration","","0"
"41633","60875","noun","expiration","","0"
"41637","60879","noun","caption","","0"
"41637","62814","noun","title","","0"
"41638","60881","noun","caption","","0"
"41638","62248","noun","header","","0"
"41638","76189","noun","headline","","0"
"41641","60887","noun","caption","","0"
"41641","78879","","subtitle","","1"
"41642","60889","noun","caption","","0"
"41642","62812","noun","title","","2"
"41642","74902","noun","legend","","0"
"41644","60891","noun","relation","","0"
"41644","69823","noun","relationship","","0"
"41644","76017","noun","connection","","0"
"41645","60893","noun","relation","","0"
"41645","69821","noun","relationship","","0"
"41647","60895","adjective","inactive","","0"
