"5578","18277","noun","computing","汎用レジスタ",""
"5619","18397","noun","","ディフィーヘルマン鍵交換、ディフィーヘルマン鍵共有","事前の秘密の共有無しに、盗聴の可能性のある通信路を使って、暗号鍵の共有を可能にする暗号プロトコル{wiki:ディフィー・ヘルマン鍵共有}"
"5636","18448","noun","","構文解析","{entry:syntax analysis}とも言う"
"5649","913","noun","","モデル化すること",""
"5655","18501","noun","","={entry:parameterization}",""
"5656","18502","","","={entry:parameterize}",""
"5657","18503","noun","","〈英〉{entry:color}の別の書き方",""
"5658","18504","noun","","〈英・カナダ〉={entry:license}",""
"5659","18505","adjective","","公に許可された，免許をとった",""
"5680","18567","noun","","コンピューターサイエンス，情報科学",""
"5688","18577","adjective","","{entry:drive}の過去分詞",""
"5691","18604","adjective","computing","ドメイン駆動型の",""
"5730","18675","initialism","","午前（''Ante Meridiem''の頭文字）",""
"5731","18676","initialism","","午後（''Post Meridiem''の頭文字）",""
"5772","18779","noun","","スケジューリング［すること・機能］",""
"5830","18910","noun","","{entry:converter}の別の書き方",""
"5898","19047","abbrev","","{entry:attribute}の略",""
"5912","19064","noun","","カード番号",""
"5919","19075","noun","","評判，世評，名声",""
"5958","205","noun","","フェードアウト","映像が見えている状態から徐々に一色に移り変わる映像エフェクト"
"5958","19137","verb","","次第に消える，フェードアウトする",""
"40718","59607","noun","","減少",""
"40718","59609","transitive verb","","～を（段階的に）減少させる",""
"40721","1565","intransitive verb","","（段階的に）増加する",""
"40721","59611","transitive verb","","～を（段階的に）増加させる",""
"40721","59615","noun","","増加させること",""
"40727","59621","verb","","～を必要とする",""
"40730","1431","intransitive verb","","研究する",""
"40730","59625","transitive/intransitive verb","","〈米〉（～を）尋ねる，問い合わせる",""
"40734","59631","noun","computing","プロシージャ",""
"40734","59633","noun","","手順",""
"40734","59637","noun","","手続き",""
"40739","59639","noun","","カレンダー，暦",""
"40742","1823","noun","computing","テーマ","概観に関する設定を１まとめにしたもの"
"40742","59643","noun","","主題，論題，題目",""
"40747","75038","noun","","皮膚",""
"40747","75039","noun","computing","スキン","ユーザーインターフェースのレイアウトや外観を変更するためのリソースセット"
"40748","1891","noun","","組織，機構",""
"40748","1892","noun","","準備，設定（すること・したもの）",""
"40748","76122","noun","computing","インストーラー",""
"40752","73480","noun","","言語，言語学",""
"40752","73481","noun","computing","コンピュータ言語（{entry:computer language}）","プログラミング言語など"
"40755","75779","noun","","砂箱，砂場",""
"40755","75780","noun","computing","サンドボックス","制限されたリソースを使ってプログラムを実行できる隔離された領域"
"40756","59661","initialism","comp","{entry:Lightweight Directory Access Protocol}の頭文字","ディレクトリ・サービスに接続するために使用されるプロトコルの一つ{wiki:Lightweight Directory Access Protocol}"
"40758","59663","initialism","comp","{entry:JavaScript Object Notation}の頭文字","{wiki:JavaScript Object Notation}"
"40760","1059","noun","","（小説・劇の）舞台",""
"40760","59665","noun","computing","ロケール","言語・地方に関連する設定"
"40760","73576","noun","","（でき事の）現場，現地",""
"40763","59669","noun","","（建物などの）骨組み",""
"40763","59671","noun","","枠組",""
"40763","59673","noun","computing","フレームワーク","プログラミングにおいて、一般的な機能をもつ共通コードをユーザーが選択的に上書きしたり特化させたりすることで、ある特定の機能をもたせようとする抽象概念のことである{wiki:ソフトウェアフレームワーク}"
"40767","59675","noun","","記述，説明",""
"40772","1623","noun","computing","シェル","主に他のプログラムの起動と対話を目的としたOSのソフトウェア"
"40772","76134","noun","","貝殻",""
"40773","59683","noun","","開発，発達，発展",""
"40780","59695","transitive verb","","～を開発する",""
"40783","59699","verb","","～を展示する，陳列する",""
"40783","59703","noun","computing","ディスプレイ機器",""
"40789","59707","noun","","（本・新聞などの）ページ，項",""
"40789","74080","noun","internet","Webページ",""
"40789","74081","verb","","～にページを付ける",""
"40792","59711","noun","","（建築現場などの）足場",""
"40792","74522","verb","","足場を組む",""
"40795","59715","noun","","要素，成分",""
"40795","72893","noun","chemistry","元素（{entry:chemical element}）",""
"40795","73394","noun","computing","（マークアップ言語）要素",""
"40798","59719","noun","","振る舞い，行動，挙動",""
"40803","59727","noun","arithmetic","根（特に平方根）",""
"40803","59731","noun","","根元",""
"40803","76136","noun","computing","（Unixで）ルートアカウント",""
"40803","76137","noun","graph theory,computing","ルートノード","ツリー構造における全体の親となるノード"
"40807","59733","noun","","ニックネーム，あだ名",""
"40812","59741","verb","","～の方を好む",""
"40815","75586","adjective","","遠い，遠方の",""
"40815","75588","noun","","リモート制御（{entry:remote control}の略）",""
"40815","75589","verb","computing","リモート接続する",""
"40816","59745","transitive verb","","～を許す、許可する",""
"40819","74934","noun","networking","ピング","ネットワーク先のコンピュータが存在していることを確認するためのパケット"
"40819","74935","verb","networking","（ホストが存在しているか確認するために）ピングする",""
"40820","910","adjective","","穏やかな",""
"40820","911","intransitive verb","","穏やかになる，和らぐ",""
"40820","912","intransitive verb","","司会をつとめる",""
"40820","73779","adjective","","適度の",""
"40820","73787","transitive verb","","〈会議などの〉司会をする",""
"40820","73788","transitive verb","","～を適度にする，和らげる",""
"40822","59751","adjective","","手動の",""
"40822","73665","noun","","マニュアル，取扱説明書，手引き",""
"40826","59757","noun","","抜粋",""
"40826","72978","verb","","抜粋する",""
"40830","1171","transitive verb","","〈不快なものを〉取り除く",""
"40830","75777","transitive verb","","～を清潔にする",""
"40830","75778","transitive verb","computing","〈データから〉個人情報を取り除く",""
"40832","72874","adjective","","動的な",""
"40833","59763","noun","","名札，荷札",""
"40833","59765","noun","programing","ラベル","GOTO文などで使用する"
"40833","73471","verb","","ラベルをはる",""
"40833","73472","noun","music","（レコードの）レーベル",""
"40837","59771","adjective","","目に見える，可視の",""
"40840","59773","intransitive verb","","動く",""
"40840","59777","transitive verb","","～を動かす",""
"40840","73835","noun","","動き，移動",""
"40845","843","noun","","通知書",""
"40845","59783","noun","","知らせること，通知",""
"40851","59791","noun","computing","（ファイルの）パーミッション","だれがどのようにアクセスできるかを決定する情報"
"40851","59793","noun","","許可，承諾，認可",""
"40855","239","noun","","職業紹介",""
"40855","59797","noun","","置くこと，配置",""
"40857","76473","initialism","internet","''Really Simple Syndication''の頭文字","ニュースやブログなど各種のウェブサイトの更新情報を簡単にまとめ、配信するための幾つかの文書フォーマットの総称である。{wiki:RSS}"
"40858","59803","verb","","～を無効にする",""
"40862","73467","adjective","","親切な",""
"40862","73468","noun","","種類，部類",""
"40863","1661","adjective","","（表面上はそうではないが）事実上の",""
"40863","59805","adjective","","仮想の",""
"40865","74357","noun","","予約者，定期講読者",""
"40868","959","noun","","（何かを作るために必要な）物質，材料，原料",""
"40868","960","noun","","資料",""
"40868","961","noun","","教材",""
"40868","962","noun","","生地（きじ）",""
"40868","73700","adjective","","物質の",""
"40875","59819","intransitive verb","","（期限が）満了する，（契約が）切れる",""
"40878","59825","noun","","制限",""
"40878","59827","noun","mathematics","極限",""
"40878","73556","verb","","制限する",""
"40884","59834","transitive verb","","～を延期する，延ばす",""
"40884","59838","noun","","遅れ，遅延，延期",""
"40890","59842","","","多すぎる",""
"40893","59846","verb","","～を止める，停止する，中断する",""
"40893","59850","verb","","止まる，終わる",""
"40893","59852","noun","","停止，中止，中断",""
"40901","73179","intransitive verb","","凍る",""
"40901","73180","transitive verb","","～を凍らせる",""
"40901","73181","intransitive verb","","（動きが）止まる",""
"40901","73182","transitive verb","","〈動きを〉止める",""
"40902","1759","verb","","～を待たせる，遅れさせる",""
"40902","73301","verb","","（手などに）～を持つ，持っている",""
"40902","73303","verb","","～を所有している",""
"40902","73304","verb","","（予約などして）～を押さえる",""
"40902","73306","noun","","保有",""
"40903","59858","noun","","予約されたもの（こと）",""
"40906","1915","verb","","保留する",""
"40906","1916","verb","","差し控える",""
"40906","59862","verb","","予約する",""
"40911","1323","noun","","成績，評価",""
"40911","1324","noun","","〈米〉学年",""
"40911","73239","noun","","階級，等級",""
"40914","196","verb","","〈容器などを〉いっぱいにする，満たす",""
"40914","73083","verb","","塗りつぶす",""
"40916","1727","intransitive verb","","見える",""
"40916","1728","noun","","見せ物，興行",""
"40916","59870","transitive verb","","～を見せる，示す",""
"40919","604","noun","","リセットすること",""
"40919","59876","verb","","（最初の状態に）設定を戻す，リセットする",""
"40921","1525","noun","graphical user interface","ウィンドウ",""
"40921","59878","noun","","窓",""
"40925","32","noun","","編集",""
"40925","59884","transitive verb","","～を編集する",""
"40927","59886","noun","computing","エディター","編集するためのソフト、特にテキストエディター"
"40927","59888","noun","","〈雑誌などの〉編集者，編集長",""
"40931","616","intransitive verb","","走る",""
"40931","617","verb","","（機械などを）動かす，運転する",""
"40931","618","verb","","（組織を）運営する",""
"40931","59892","verb","computing","（プログラムを）実行する",""
"40936","74463","adjective","","速い，即座の",""
"40936","74464","adjective","","鋭敏な，敏感な，機敏な",""
"40937","59900","noun","","（役に立つ）ヒント，助言",""
"40937","75628","noun","","チップ，心付け",""
"40940","71505","adjective","","遠近法の",""
"40940","71506","noun","","観点，視点",""
"40940","74198","noun","","遠近法",""
"40941","3","noun","computing","（複数形で）ユーザー設定",""
"40941","59904","noun","","好み，優先",""
"40944","75347","noun","","語，単語",""
"40944","75349","noun","","（表現された）言葉",""
"40945","59908","verb","","～の名前を付け替える",""
"40949","59914","verb","computing,unix","〈ファイルを〉削除する","インデックスから削除されることから"
"40949","59916","verb","","（接続している状態を）切り離す",""
"40952","59920","verb","computing","〈データなどを〉インポートする",""
"40952","59926","verb","","～を輸入する",""
"40952","59928","noun","","輸入［品］",""
"40959","59930","transitive verb","computing","〈データなどを〉エクスポートする","プログラムやソフトウェアの外部にデータを送ること"
"40959","59932","transitive verb","","～を輸出する",""
"40959","59934","noun","computing","（データの）エクスポート",""
"40959","59936","noun","","輸出［品］",""
"40965","59940","adjective","","新しい",""
"40965","59950","adverb","","新しく",""
"40972","59952","intransitive verb","","きれいになる",""
"40972","72295","adjective","","きれいな，清潔な",""
"40972","78312","transitive verb","","～をきれいにする",""
"40975","1535","transitive verb","","～を引き出す",""
"40975","72691","verb","linguistics","派生する，由来する",""
"40975","73368","transitive verb","computing","〈新しいクラスを〉派生させる",""
"40976","322","noun","","輪郭，外形",""
"40976","323","noun","","（彫象などの）側面",""
"40976","324","noun","","人物紹介，プロフィール",""
"40976","325","verb","","プロファイリングする",""
"40976","74338","verb","","（人の情報を集めて）概要を作る",""
"40979","59964","transitive verb","","〈２つのものを〉接続する，繋げる（つながる）",""
"40979","78364","intransitive verb","","繋がる",""
"40983","73476","noun","","風景，風景画",""
"40983","73479","noun","printing","（用紙の）横方向",""
"40984","59966","noun","","探検家",""
"40984","72999","noun","computing,graphical user interface","エクスプローラー","ユーザーをナビゲーションするファイルシステムなどのビジュアル表現{wiki:エクスプローラー}"
"40986","63","intransitive verb","","拡大する，膨張する，広がる",""
"40986","64","transitive verb","","～を拡大する，拡張する，広げる",""
"40986","59972","transitive verb","","～を展開する",""
"40986","72989","transitive verb","algebra","〈式を〉展開する",""
"40992","1666","verb","","見張る",""
"40992","1667","verb","","～に注意する，気をつける。",""
"40992","74815","verb","","（注意して）見る",""
"40992","74816","verb","","（時間をかけて）見る",""
"40992","74817","noun","","腕時計",""
"40994","71600","adjective","computing","実行時の",""
"40995","1764","noun","","重要な部分",""
"40995","1765","verb","","～を際立たせる，強調する",""
"40995","73293","noun","","（絵画・写真などの）明るい部分",""
"40997","59980","adjective","","折り畳み式の",""
"40997","73117","noun","computing,programing","（ソースエディタの）コードフォールディング",""
"41000","59982","transitive verb","","～を折り畳む",""
"41004","71580","noun","computing","フォルダ",""
"41005","59988","noun","","項目，品目",""
"41010","59996","noun","","商品，品［物］",""
"41013","60000","noun","","（新聞やブログなどの）記事",""
"41013","60006","noun","","商品，品物","グループや同種の物の中の１個、１品を表す"
"41013","71663","noun","grammar","冠詞",""
"41017","72682","noun","","配達する人",""
"41018","60010","verb","","失敗する",""
"41018","73025","noun","","失敗",""
"41020","60012","noun","","失敗",""
"41020","76764","noun","","故障",""
"41023","71808","adjective","","致命的な",""
"41024","72716","noun","linguistics","方言，なまり",""
"41025","73766","noun","","〈米〉携帯電話（{entry:cellular phone}の略）","インフォーマルな表現"
"41026","60016","noun","","急行列車",""
"41026","60022","verb","","表す，表現する",""
"41026","60028","adjective","","速達の，急行の",""
"41026","60032","adverb","","速達で，急行で",""
"41026","74316","noun","","速達便","{entry:express mail}など。"
"41037","57","noun","programing","式","高級プログラミング言語における、値を返すコードの断片"
"41037","60036","noun","","表現",""
"41037","60042","noun","mathematics","数式",""
"41042","60044","noun","mathematics","（公式・方程式などの）式",""
"41042","74241","noun","chemistry","化学式","H{sup:2}Oなど"
"41044","77","noun","","（物・行為などの）評価",""
"41044","72959","noun","computing","評価","式や変数から値を決定すること"
"41045","71516","noun","grammar","句","２語以上の語の集まりで、節（clause）と違って「主語＋述語動詞」の構造を持たず、文中で一つの品詞の働きをするもの。"
"41045","75352","noun","","成句，熟語，慣用句",""
"41046","73135","noun","","力，勢い",""
"41046","73138","verb","","強制する",""
"41047","72734","verb","","監督する，指揮する",""
"41047","72738","adjective","","（列車などが）直行の",""
"41047","78510","adjective","","直接の，じかの",""
"41047","78514","transitive verb","","～に命令する，指図する",""
"41048","60054","noun","","（短い）期間",""
"41048","76033","noun","","（ものが及ぶ限りの）長さ，全長",""
"41054","60058","initialism","","メール転送エージェント（{entry:Mail Transfer Agent}の頭文字）","{wiki:メール転送エージェント}"
"41056","357","noun","","外交儀礼",""
"41056","60060","noun","computing","プロトコル","ネットワーク上での通信に関する規約を定めたもの{wiki:通信プロトコル}"
"41056","75928","noun","","条約の原案，議定書",""
"41059","60062","noun","computing","ロック","データやデバイスなどのリソースへのアクセス制限を課す同期機構{wiki:ロック}"
"41059","60064","noun","","鍵",""
"41059","60066","verb","","鍵を掛ける",""
"41059","73582","verb","computing","ロックする",""
"41064","1500","verb","","錠が開く",""
"41064","60072","verb","","～の錠を開ける",""
"41068","60076","noun","computing","ソケット","Unixシステムなどで使われるプロセス間通信のAPI{wiki:ソケット_(BSD)}"
"41068","76303","noun","","差し込み口",""
"41070","964","noun","","試合",""
"41070","966","noun","","適合",""
"41070","968","intransitive verb","","一致する，合致する",""
"41070","969","transitive verb","","～を一致させる，照合する",""
"41070","970","transitive verb","","～に匹敵する",""
"41077","60094","verb","","反応する",""
"41077","74383","verb","","応える，応答する",""
"41082","1812","noun","","情報源",""
"41082","60098","noun","computing","ソースコード（{entry:source code}）",""
"41082","60100","noun","","（物事の）元",""
"41087","1784","intransitive verb","","割れる，裂ける",""
"41087","1785","adjective","","（縦に）裂けた，割れた",""
"41087","60106","transitive verb","","～を分割する，分配する",""
"41087","60108","transitive verb","","（直線に沿って）～を裂く",""
"41090","1188","verb","","走査する",""
"41090","1189","verb","computing","（スキャナーで）スキャンする",""
"41090","1190","verb","","～をじっと見る，詳しく調べる",""
"41090","60112","noun","","走査，スキャン",""
"41090","75821","verb","","〈広い区域を〉端から端までよく見る",""
"41097","60124","noun","","スキャナ［機器］",""
"41100","75621","verb","","ごちゃまぜにする",""
"41100","75622","verb","","〈トランプ等を〉切る",""
"41100","75623","noun","","ごちゃまぜ",""
"41102","73983","adjective","","古い",""
"41102","73984","adjective","","～歳の",""
"41102","73985","adjective","","年をとった",""
"41103","73800","noun","","お金",""
"41103","73804","noun","","財産，富",""
"41104","75609","noun","","スラッシュ（''/''）",""
"41105","60128","transitive verb","","～をエンコードする，符号化する",""
"41109","60136","transitive verb","","〈コードを〉復号化する，デコードする",""
"41114","60142","adjective","","絶対の、絶対的な",""
"41119","60148","transitive verb","","～を集める",""
"41119","60152","noun","","集合、集合体",""
"41119","71972","noun","","骨材（砂利など）",""
"41124","848","noun","","覚え書き，メモ",""
"41124","849","noun","","注，注釈",""
"41124","850","noun","music","音符",""
"41133","60168","verb","","〈行って物を〉取って来る",""
"41137","60174","noun","computing","コールスタック","プログラムの実行中サブルーチンに関する情報を格納する特殊なスタック{wiki:コールスタック}"
"41137","60178","verb","","積み上げる，積み重ねる",""
"41137","74244","noun","","（物を積み上げた）山",""
"41137","74245","noun","computing","（データ構造）スタック",""
"41141","60182","noun","","（人や動物が通ったことを示す）跡，足跡",""
"41141","60188","verb","","〈足跡を〉たどる，～を追跡する",""
"41147","60190","verb","","（いくつかの塊に）分割する",""
"41147","60192","noun","","厚切り，塊",""
"41147","60196","noun","","かなりの量",""
"41147","72275","noun","computing","チャンク","ファイルやストリームの分割された断片〈参考〉{entry:chunked transfer encoding}"
"41152","60198","intransitive verb","","結合する，化合する",""
"41152","72343","transitive verb","","～を結合させる，化合させる",""
"41156","60204","transitive verb","","～に登る，上る",""
"41156","78156","intransitive verb","","登る，上る",""
"41165","60218","verb","","（クルッと）ひっくり返す",""
"41168","1786","noun","","継ぎ目",""
"41168","76254","verb","","（２つのものを特殊な方法で）継ぎ合わせる",""
"41169","831","noun","mathematics","基数","2進数の2など"
"41169","60222","noun","","基礎，基底",""
"41169","78183","noun","geometry","（図形の）底辺",""
"41169","78184","noun","mathematics","（対数などの）底",""
"41175","60232","noun","","記録",""
"41175","60238","noun","","成績",""
"41175","60242","noun","computing","レコード","データ集合における１項目"
"41175","74440","verb","","記録する，録音する，録画する",""
"41182","60244","initialism","computing","{entry:Extensible Markup Language}の頭文字","個別の目的に応じたマークアップ言語作成のため、汎用的に使うことができる仕様、および仕様により策定される言語の名称{wiki:Extensible Markup Language}"
"41184","362","noun","","公衆，一般の人々",""
"41184","365","adjective","","公開の",""
"41184","60246","adjective","","公の，公共の",""
"41189","71873","adverb","","前に",""
"41189","76828","conjunction","","～する前に",""
"41189","76829","preposition","","～の前に，～以前に",""
"41190","60254","adjective","","後の、次の",""
"41190","60262","adverb","","後で",""
"41190","71959","preposition","","～の後に、～の次に、～した後で",""
"41196","60264","transitive verb","","～を正常化する，標準化する",""
"41196","60268","transitive verb","computing,database","〈データモデルを〉正規化する",""
"41201","60272","noun","","接頭辞",""
"41204","60276","noun","","象徴，シンボル",""
"41204","60280","noun","","記号",""
"41209","790","noun","graphical user interface","オプション","アクションの選択に使う画面上のボタン"
"41209","791","noun","","選択の権利（自由）",""
"41209","60284","noun","","選択できるもの，選択肢",""
"41213","60290","noun","","結果，結末",""
"41213","60292","noun","","成果",""
"41218","1193","noun","","たくらみ",""
"41218","1194","verb","","～を構想する，計画する",""
"41218","60302","noun","","（体系的な）計画，構想［図］",""
"41222","60306","noun","computing","（プログラムの）アノテーション","ドキュメントやプログラムに付与されたメタデータのこと{wiki:アノテーション}"
"41222","60308","noun","","注釈，注",""
"41225","60312","transitive verb","","～を続ける，継続する",""
"41225","60316","intransitive verb","","続く",""
"41225","72472","noun","video games","コンティニュー","ゲームオーバー後、ゲームを再開することができる選択肢"
"41233","74646","noun","","版，バージョン",""
"41235","75783","adjective","","安全な",""
"41236","60328","noun","","（データの）検索",""
"41239","60330","noun","","報告［書］",""
"41239","76269","verb","","報告する，報道する",""
"41245","1192","noun","","あらまし，概要",""
"41245","75253","noun","database","スキーマ","テーブル名やカラム名など、データベース構造の記述"
"41250","1881","noun","","種類，類",""
"41250","1884","noun","","選別，整列",""
